"ID.NEW"	"TAXANAME"	"ABUND"
"EPA01-0210-2003-1"	"OECETIS AVARA"	1
"EPA01-0210-2003-1"	"OLIGOCHAETA"	1
"EPA01-0210-2003-1"	"ORTHOCLADIUS COMPLEX"	4
"EPA01-0210-2003-1"	"PARACLOEODES MINUTUS"	5
"EPA01-0210-2003-1"	"PARALAUTERBORNIELLA NIGROHALTERALIS"	3
"EPA01-0210-2003-1"	"PARATENDIPES SP."	3
"EPA01-0210-2003-1"	"PETROPHILA SP."	2
"EPA01-0210-2003-1"	"PHYSA SP."	1
"EPA01-0210-2003-1"	"POLYCENTROPUS SP."	1
"EPA01-0210-2003-1"	"POLYPEDILUM SP."	4
"EPA01-0210-2003-1"	"POSTELICHUS SP."	1
"EPA01-0210-2003-1"	"PROCLADIUS SP."	1
"EPA01-0210-2003-1"	"PROCLOEON SP."	1
"EPA01-0210-2003-1"	"PSEPHENUS SP."	6
"EPA01-0210-2003-1"	"PSEUDOCHIRONOMUS SP."	4
"EPA01-0210-2003-1"	"RHEOTANYTARSUS SP."	1
"EPA01-0210-2003-1"	"SMICRIDEA SP."	1
"EPA01-0210-2003-1"	"SMICRIDEA SP."	11
"EPA01-0210-2003-1"	"SPERCHON SP."	12
"EPA01-0210-2003-1"	"SUBLETTEA SP."	1
"EPA01-0210-2003-1"	"TABANIDAE"	3
"EPA01-0210-2003-1"	"TANYTARSUS SP."	1
"EPA01-0210-2003-1"	"THIENEMANNIMYIA GR. SP."	1
"EPA01-0210-2003-1"	"THRAULODES SP."	21
"EPA01-0210-2003-1"	"TRAVERELLA ALBERTANA"	1
"EPA01-0210-2003-1"	"TRICHOPTERA"	1
"EPA01-0210-2003-1"	"TRICORYTHODES SP."	34
"EPA01-0212-2003-1"	"ANTOCHA SP."	1
"EPA01-0212-2003-1"	"BAETIS NOTOS"	4
"EPA01-0212-2003-1"	"BAETIS SP."	4
"EPA01-0212-2003-1"	"BAETIS TRICAUDATUS"	3
"EPA01-0212-2003-1"	"CALLIBAETIS SP."	2
"EPA01-0212-2003-1"	"CAMBARIDAE"	7
"EPA01-0212-2003-1"	"CENTROPTILUM SP."	10
"EPA01-0212-2003-1"	"CERATOPOGONIDAE"	1
"EPA01-0212-2003-1"	"CHELIFERA SP."	1
"EPA01-0212-2003-1"	"CHIRONOMUS SP."	22
"EPA01-0212-2003-1"	"CHLOROPERLIDAE"	1
"EPA01-0212-2003-1"	"COENAGRIONIDAE"	2
"EPA01-0212-2003-1"	"CORIXIDAE"	1
"EPA01-0212-2003-1"	"CRICOTOPUS SP."	2
"EPA01-0212-2003-1"	"CULICOIDES SP."	23
"EPA01-0212-2003-1"	"DASYHELEA SP."	2
"EPA01-0212-2003-1"	"DICRANOTA SP."	1
"EPA01-0212-2003-1"	"FALLCEON QUILLERI"	5
"EPA01-0212-2003-1"	"HYALELLA SP."	2
"EPA01-0212-2003-1"	"HYDROPHILIDAE"	1
"EPA01-0212-2003-1"	"HYDROPSYCHE SP."	1
"EPA01-0212-2003-1"	"LEPTOHYPHIDAE"	6
"EPA01-0212-2003-1"	"LEPTOPHLEBIIDAE"	3
"EPA01-0212-2003-1"	"LEUCOTRICHIA SP."	1
"EPA01-0212-2003-1"	"MARUINA SP."	1
"EPA01-0212-2003-1"	"NILOTANYPUS SP."	1
"EPA01-0212-2003-1"	"NIXE SP."	4
"EPA01-0212-2003-1"	"OCHROTRICHIA SP."	5
"EPA01-0212-2003-1"	"ODONTOMESA SP."	5
"EPA01-0212-2003-1"	"OLIGOCHAETA"	192
"EPA01-0212-2003-1"	"OPHIOGOMPHUS SP."	2
"EPA01-0212-2003-1"	"OPTIOSERVUS SP."	2
"EPA01-0212-2003-1"	"PENTANEURA SP."	1
"EPA01-0212-2003-1"	"POLYPEDILUM SP."	2
"EPA01-0212-2003-1"	"PROCLADIUS SP."	12
"EPA01-0212-2003-1"	"SIMULIUM SP."	1
"EPA01-0212-2003-1"	"SPERCHON SP."	1
"EPA01-0212-2003-1"	"SPHAERIIDAE"	1
"EPA01-0212-2003-1"	"STEMPELLINELLA SP."	6
"EPA01-0212-2003-1"	"STICTOCHIRONOMUS SP."	1
"EPA01-0212-2003-1"	"STILOBEZZIA SP."	1
"EPA01-0212-2003-1"	"SYNORTHOCLADIUS SP."	1
"EPA01-0212-2003-1"	"TABANIDAE"	1
"EPA01-0212-2003-1"	"TANYTARSUS SP."	22
"EPA01-0214-2003-1"	"ACARI"	1
"EPA01-0214-2003-1"	"ALOTANYPUS SP."	5
"EPA01-0214-2003-1"	"AMBRYSUS SP."	1
"EPA01-0214-2003-1"	"AMPHINEMURA SP."	20
"EPA01-0214-2003-1"	"ATOPSYCHE SP."	5
"EPA01-0214-2003-1"	"BAETIS MAGNUS"	3
"EPA01-0214-2003-1"	"BEZZIA/PALPOMYIA SP."	10
"EPA01-0214-2003-1"	"BRUNDINIELLA SP."	3
"EPA01-0214-2003-1"	"CERATOPOGONIDAE"	1
"EPA01-0214-2003-1"	"CHELIFERA SP."	2
"EPA01-0214-2003-1"	"CHIRONOMINI"	1
"EPA01-0214-2003-1"	"CORDULEGASTER SP."	1
"EPA01-0214-2003-1"	"CRICOTOPUS NOSTOCICOLA"	2
"EPA01-0214-2003-1"	"CULICOIDES SP."	1
"EPA01-0214-2003-1"	"DICRANOTA SP."	4
"EPA01-0214-2003-1"	"DIPHETOR HAGENI"	1
"EPA01-0214-2003-1"	"DIXA SP."	3
"EPA01-0214-2003-1"	"ELMIDAE"	7
"EPA01-0214-2003-1"	"HELENIELLA SP."	1
"EPA01-0214-2003-1"	"HETEROTRISSOCLADIUS MARCIDUS GR."	3
"EPA01-0214-2003-1"	"HEXATOMA SP."	1
"EPA01-0214-2003-1"	"HYDROPSYCHE SP."	1
"EPA01-0214-2003-1"	"HYDROPSYCHIDAE"	1
"EPA01-0214-2003-1"	"LEPIDOSTOMA SP."	1
"EPA01-0214-2003-1"	"LIMNOPHILA SP."	3
"EPA01-0214-2003-1"	"MARUINA SP."	2
"EPA01-0214-2003-1"	"MICROPSECTRA SP."	49
"EPA01-0214-2003-1"	"NEMATODA"	2
"EPA01-0214-2003-1"	"NIXE SP."	26
"EPA01-0214-2003-1"	"OLIGOCHAETA"	25
"EPA01-0214-2003-1"	"OPTIOSERVUS SP."	99
"EPA01-0214-2003-1"	"ORIBATEI"	1
"EPA01-0214-2003-1"	"ORTHOCLADIUS COMPLEX"	1
"EPA01-0214-2003-1"	"PARALEPTOPHLEBIA SP."	12
"EPA01-0214-2003-1"	"PARAMETRIOCNEMUS SP."	2
"EPA01-0214-2003-1"	"PARATENDIPES SP."	27
"EPA01-0214-2003-1"	"PENTANEURINI"	1
"EPA01-0214-2003-1"	"PHAENOPSECTRA SP."	4
"EPA01-0214-2003-1"	"PISIDIUM SP."	42
"EPA01-0214-2003-1"	"POLYCENTROPODIDAE"	2
"EPA01-0214-2003-1"	"POLYPEDILUM SP."	15
"EPA01-0214-2003-1"	"PRODIAMESA SP."	11
"EPA01-0214-2003-1"	"PSEUDOSMITTIA SP."	1
"EPA01-0214-2003-1"	"PTYCHOPTERA SP."	22
"EPA01-0214-2003-1"	"RADOTANYPUS SP."	41
"EPA01-0214-2003-1"	"RHEOCRICOTOPUS SP."	1
"EPA01-0214-2003-1"	"RHEOTANYTARSUS SP."	3
"EPA01-0214-2003-1"	"SPERCHON SP."	1
"EPA01-0214-2003-1"	"SPHAERIIDAE"	44
"EPA01-0214-2003-1"	"STEMPELLINELLA SP."	6
"EPA01-0214-2003-1"	"TANYPODINAE"	2
"EPA01-0214-2003-1"	"TANYTARSUS SP."	3
"EPA01-0214-2003-1"	"THIENEMANNIMYIA GR. SP."	5
"EPA01-0214-2003-1"	"TVETENIA BAVARICA GR."	3
"EPA01-0214-2003-1"	"ZAITZEVIA SP."	19
"EPA01-0215-2003-1"	"ACENTRELLA SP."	2
"EPA01-0215-2003-1"	"AGAPETUS SP."	10
"EPA01-0215-2003-1"	"AMPHINEMURA SP."	11
"EPA01-0215-2003-1"	"BAETIS TRICAUDATUS"	11
"EPA01-0215-2003-1"	"BEZZIA/PALPOMYIA SP."	1
"EPA01-0215-2003-1"	"BRUNDINIELLA SP."	1
"EPA01-0215-2003-1"	"CENTROPTILUM SP."	3
"EPA01-0215-2003-1"	"CHLOROPERLIDAE"	10
"EPA01-0215-2003-1"	"CINYGMULA SP."	9
"EPA01-0215-2003-1"	"CLADOTANYTARSUS SP."	1
"EPA01-0215-2003-1"	"CLEPTELMIS ADDENDA"	11
"EPA01-0215-2003-1"	"CORYNONEURA SP."	6
"EPA01-0215-2003-1"	"CRICOTOPUS BICINCTUS GR."	2
"EPA01-0215-2003-1"	"CRICOTOPUS SP."	17
"EPA01-0215-2003-1"	"DIPHETOR HAGENI"	9
"EPA01-0215-2003-1"	"DRUNELLA SP."	2
"EPA01-0215-2003-1"	"EPEORUS SP."	3
"EPA01-0215-2003-1"	"EUKIEFFERIELLA SP."	5
"EPA01-0215-2003-1"	"HEPTAGENIIDAE"	3
"EPA01-0215-2003-1"	"HYGROBATES SP."	1
"EPA01-0215-2003-1"	"LARSIA SP."	1
"EPA01-0215-2003-1"	"LEBERTIA SP."	23
"EPA01-0215-2003-1"	"LEPIDOSTOMA SP."	1
"EPA01-0215-2003-1"	"MICROPSECTRA SP."	44
"EPA01-0215-2003-1"	"NARPUS SP."	2
"EPA01-0215-2003-1"	"OLIGOCHAETA"	5
"EPA01-0215-2003-1"	"OPTIOSERVUS SP."	55
"EPA01-0215-2003-1"	"ORTHOCLADIINAE"	20
"EPA01-0215-2003-1"	"ORTHOCLADIUS COMPLEX"	45
"EPA01-0215-2003-1"	"PARORTHOCLADIUS SP."	6
"EPA01-0215-2003-1"	"PENTANEURA SP."	1
"EPA01-0215-2003-1"	"PHAENOPSECTRA SP."	1
"EPA01-0215-2003-1"	"PISIDIUM SP."	34
"EPA01-0215-2003-1"	"POLYPEDILUM SP."	2
"EPA01-0215-2003-1"	"PROTZIA SP."	1
"EPA01-0215-2003-1"	"RHEOCRICOTOPUS SP."	1
"EPA01-0215-2003-1"	"SIMULIUM SP."	52
"EPA01-0215-2003-1"	"SPERCHON SP."	4
"EPA01-0215-2003-1"	"SPHAERIIDAE"	24
"EPA01-0215-2003-1"	"SUWALLIA SP."	10
"EPA01-0215-2003-1"	"SWELTSA SP."	4
"EPA01-0215-2003-1"	"SYNORTHOCLADIUS SP."	12
"EPA01-0215-2003-1"	"TANYTARSUS SP."	9
"EPA01-0215-2003-1"	"THIENEMANNIELLA SP."	4
"EPA01-0215-2003-1"	"THIENEMANNIMYIA GR. SP."	3
"EPA01-0215-2003-1"	"TIPULIDAE"	1
"EPA01-0215-2003-1"	"TVETENIA BAVARICA GR."	50
"EPA01-0303-2003-1"	"ATRICHOPOGON SP."	1
"EPA01-0303-2003-1"	"BAETIS SP."	2
"EPA01-0303-2003-1"	"BEROSUS SP."	1
"EPA01-0303-2003-1"	"COENAGRIONIDAE"	4
"EPA01-0303-2003-1"	"CORIXIDAE"	9
"EPA01-0303-2003-1"	"ERPETOGOMPHUS SP."	6
"EPA01-0303-2003-1"	"EUKIEFFERIELLA SP."	1
"EPA01-0303-2003-1"	"FALLCEON QUILLERI"	6
"EPA01-0303-2003-1"	"FERRISSIA SP."	3
"EPA01-0303-2003-1"	"HOMOLEPTOHYPHES SP."	4
"EPA01-0303-2003-1"	"HYALELLA SP."	28
"EPA01-0303-2003-1"	"HYDROPTILA SP."	3
"EPA01-0303-2003-1"	"LACCOBIUS SP."	1
"EPA01-0303-2003-1"	"LEPTOHYPHIDAE"	4
"EPA01-0303-2003-1"	"LIBELLULIDAE"	1
"EPA01-0303-2003-1"	"NEMATODA"	1
"EPA01-0303-2003-1"	"OLIGOCHAETA"	17
"EPA01-0303-2003-1"	"ORCONECTES SP."	4
"EPA01-0303-2003-1"	"OSTRACODA"	3
"EPA01-0303-2003-1"	"POSTELICHUS SP."	1
"EPA01-0303-2003-1"	"PROCLADIUS SP."	2
"EPA01-0303-2003-1"	"TABANIDAE"	2
"EPA01-0303-2003-1"	"TANYTARSUS SP."	6
"EPA01-0305-2003-1"	"ABLABESMYIA SP."	5
"EPA01-0305-2003-1"	"ACARI"	1
"EPA01-0305-2003-1"	"AGABUS SP."	1
"EPA01-0305-2003-1"	"ANTOCHA SP."	1
"EPA01-0305-2003-1"	"ATOPSYCHE SP."	2
"EPA01-0305-2003-1"	"BAETIS MAGNUS"	35
"EPA01-0305-2003-1"	"BAETIS SP."	46
"EPA01-0305-2003-1"	"BEZZIA/PALPOMYIA SP."	1
"EPA01-0305-2003-1"	"BRILLIA SP."	9
"EPA01-0305-2003-1"	"CARDIOCLADIUS SP."	3
"EPA01-0305-2003-1"	"CHELIFERA SP."	4
"EPA01-0305-2003-1"	"CHIRONOMINI"	1
"EPA01-0305-2003-1"	"CLOEODES SP."	4
"EPA01-0305-2003-1"	"CORYNONEURA SP."	7
"EPA01-0305-2003-1"	"CRICOTOPUS SP."	10
"EPA01-0305-2003-1"	"DIPHETOR HAGENI"	2
"EPA01-0305-2003-1"	"DIXA SP."	1
"EPA01-0305-2003-1"	"EUKIEFFERIELLA SP."	14
"EPA01-0305-2003-1"	"HEPTAGENIIDAE"	1
"EPA01-0305-2003-1"	"HETEROTRISSOCLADIUS MARCIDUS GR."	1
"EPA01-0305-2003-1"	"LARSIA SP."	8
"EPA01-0305-2003-1"	"LEPIDOSTOMA SP."	9
"EPA01-0305-2003-1"	"LEUCOTRICHIA SP."	1
"EPA01-0305-2003-1"	"MICROPSECTRA SP."	89
"EPA01-0305-2003-1"	"MICROTENDIPES RYDALENSIS GR."	6
"EPA01-0305-2003-1"	"OLIGOCHAETA"	2
"EPA01-0305-2003-1"	"ORTHOCLADIINAE"	1
"EPA01-0305-2003-1"	"ORTHOCLADIUS COMPLEX"	4
"EPA01-0305-2003-1"	"OSTRACODA"	1
"EPA01-0305-2003-1"	"PAGASTIA SP."	2
"EPA01-0305-2003-1"	"PARAMERINA/ZAVRELIMYIA SP."	26
"EPA01-0305-2003-1"	"PARAMETRIOCNEMUS SP."	5
"EPA01-0305-2003-1"	"PARORTHOCLADIUS SP."	1
"EPA01-0305-2003-1"	"PENTANEURA SP."	14
"EPA01-0305-2003-1"	"PENTANEURINI"	1
"EPA01-0305-2003-1"	"PHAENOPSECTRA SP."	1
"EPA01-0305-2003-1"	"POLYPEDILUM SP."	13
"EPA01-0305-2003-1"	"RHEOCRICOTOPUS SP."	11
"EPA01-0305-2003-1"	"SIMULIUM SP."	137
"EPA01-0305-2003-1"	"SPERCHON SP."	2
"EPA01-0305-2003-1"	"TANYTARSUS SP."	39
"EPA01-0305-2003-1"	"THIENEMANNIELLA SP."	3
"EPA01-0305-2003-1"	"THIENEMANNIMYIA GR. SP."	12
"EPA01-0305-2003-1"	"TVETENIA BAVARICA GR."	6
"EPA01-0306-2003-1"	"ACENTRELLA SP."	6
"EPA01-0306-2003-1"	"BAETIS NOTOS"	13
"EPA01-0306-2003-1"	"BAETIS SP."	2
"EPA01-0306-2003-1"	"CAMELOBAETIDIUS SP."	1
"EPA01-0306-2003-1"	"CHEUMATOPSYCHE SP."	35
"EPA01-0306-2003-1"	"COENAGRIONIDAE"	1
"EPA01-0306-2003-1"	"CRICOTOPUS BICINCTUS GR."	1
"EPA01-0306-2003-1"	"CULICOIDES SP."	1
"EPA01-0306-2003-1"	"CULOPTILA SP."	1
"EPA01-0306-2003-1"	"EPHEMERELLIDAE"	1
"EPA01-0306-2003-1"	"FALLCEON QUILLERI"	10
"EPA01-0306-2003-1"	"FERRISSIA SP."	20
"EPA01-0306-2003-1"	"GYRAULUS SP."	28
"EPA01-0306-2003-1"	"HELICHUS SP."	3
"EPA01-0306-2003-1"	"HELICOPSYCHE SP."	76
"EPA01-0306-2003-1"	"HEMERODROMIA SP."	1
"EPA01-0306-2003-1"	"HETAERINA SP."	3
"EPA01-0306-2003-1"	"HETERELMIS SP."	9
"EPA01-0306-2003-1"	"HOMOLEPTOHYPHES SP."	4
"EPA01-0306-2003-1"	"HYDROPSYCHE SP."	15
"EPA01-0306-2003-1"	"HYDROPSYCHIDAE"	3
"EPA01-0306-2003-1"	"HYDROPTILIDAE"	2
"EPA01-0306-2003-1"	"LEBERTIA SP."	3
"EPA01-0306-2003-1"	"LEPTOHYPHES SP."	23
"EPA01-0306-2003-1"	"LEPTOHYPHIDAE"	20
"EPA01-0306-2003-1"	"LEUCOTRICHIA SP."	1
"EPA01-0306-2003-1"	"LIBELLULIDAE"	12
"EPA01-0306-2003-1"	"MICROCYLLOEPUS SP."	81
"EPA01-0306-2003-1"	"NECTOPSYCHE SP."	3
"EPA01-0306-2003-1"	"OLIGOCHAETA"	5
"EPA01-0306-2003-1"	"OSTRACODA"	3
"EPA01-0306-2003-1"	"PETROPHILA SP."	1
"EPA01-0306-2003-1"	"PHYSA SP."	10
"EPA01-0306-2003-1"	"POLYPEDILUM SP."	1
"EPA01-0306-2003-1"	"POSTELICHUS SP."	10
"EPA01-0306-2003-1"	"RHEOTANYTARSUS SP."	110
"EPA01-0306-2003-1"	"SIMULIUM SP."	5
"EPA01-0306-2003-1"	"SPERCHON SP."	3
"EPA01-0306-2003-1"	"SUBLETTEA SP."	3
"EPA01-0306-2003-1"	"THIENEMANNIELLA SP."	13
"EPA01-0306-2003-1"	"TRICORYTHODES SP."	1
"WAZP99-0512-2000-1"	"ACENTRELLA SP."	3
"WAZP99-0512-2000-1"	"AMBRYSUS SP."	1
"WAZP99-0512-2000-1"	"CAMELOBAETIDIUS SP."	4
"WAZP99-0512-2000-1"	"CERATOPOGONINAE"	2
"WAZP99-0512-2000-1"	"CORIXIDAE"	2
"WAZP99-0512-2000-1"	"CORYDALUS SP."	1
"WAZP99-0512-2000-1"	"CRICOTOPUS BICINCTUS GR."	26
"WAZP99-0512-2000-1"	"CRICOTOPUS SP."	27
"WAZP99-0512-2000-1"	"CRICOTOPUS TRIFASCIA GR."	17
"WAZP99-0512-2000-1"	"CRYPTOCHIRONOMUS SP."	1
"WAZP99-0512-2000-1"	"EMPIDIDAE"	1
"WAZP99-0512-2000-1"	"ERPETOGOMPHUS SP."	13
"WAZP99-0512-2000-1"	"FALLCEON QUILLERI"	73
"WAZP99-0512-2000-1"	"GOMPHIDAE"	1
"WAZP99-0512-2000-1"	"HELICOPSYCHE SP."	1
"WAZP99-0512-2000-1"	"HEMERODROMIA SP."	3
"WAZP99-0512-2000-1"	"HETAERINA SP."	1
"WAZP99-0512-2000-1"	"HYALELLA SP."	1
"WAZP99-0512-2000-1"	"HYDROPSYCHE SP."	6
"WAZP99-0512-2000-1"	"HYDROPSYCHINAE"	1
"WAZP99-0512-2000-1"	"HYDROPTILA SP."	35
"WAZP99-0512-2000-1"	"HYDROPTILIDAE"	53
"WAZP99-0512-2000-1"	"LEPTOHYPHES SP."	15
"WAZP99-0512-2000-1"	"LOPESCLADIUS SP."	6
"WAZP99-0512-2000-1"	"METRICHIA SP."	6
"WAZP99-0512-2000-1"	"MICROCYLLOEPUS SP."	10
"WAZP99-0512-2000-1"	"NECTOPSYCHE SP."	6
"WAZP99-0512-2000-1"	"OECETIS AVARA"	1
"WAZP99-0512-2000-1"	"OLIGOCHAETA"	3
"WAZP99-0512-2000-1"	"ORTHOCLADIINAE"	1
"WAZP99-0512-2000-1"	"ORTHOCLADIUS COMPLEX"	5
"WAZP99-0512-2000-1"	"ORTHOCLADIUS SP."	1
"WAZP99-0512-2000-1"	"PENTANEURA SP."	2
"WAZP99-0512-2000-1"	"PHYSA SP."	4
"WAZP99-0512-2000-1"	"PHYSIDAE"	1
"WAZP99-0512-2000-1"	"POLYPEDILUM SP."	4
"WAZP99-0512-2000-1"	"PROGOMPHUS SP."	1
"WAZP99-0512-2000-1"	"PROSTOMA SP."	1
"WAZP99-0512-2000-1"	"PSEUDOCHIRONOMUS SP."	1
"WAZP99-0512-2000-1"	"SAETHERIA SP."	9
"WAZP99-0512-2000-1"	"SIMULIUM SP."	4
"WAZP99-0512-2000-1"	"SPERCHON SP."	16
"WAZP99-0512-2000-1"	"THIENEMANNIELLA SP."	1
"WAZP99-0512-2000-1"	"THIENEMANNIMYIA GR. SP."	1
"WAZP99-0512-2000-1"	"TRAVERELLA SP."	5
"WAZP99-0512-2000-1"	"TRICORYTHODES SP."	139
"WAZP99-0512-2000-1"	"TURBELLARIA"	1
"WAZP99-0537-2003-1"	"APEDILUM SP."	114
"WAZP99-0537-2003-1"	"CERATOPOGONIDAE"	7
"WAZP99-0537-2003-1"	"CHIRONOMUS SP."	9
"WAZP99-0537-2003-1"	"CORIXIDAE"	1
"WAZP99-0537-2003-1"	"CULICOIDES SP."	2
"WAZP99-0537-2003-1"	"CYPHOMELLA SP."	2
"WAZP99-0537-2003-1"	"DICROTENDIPES SP."	2
"WAZP99-0537-2003-1"	"DYTISCIDAE"	1
"WAZP99-0537-2003-1"	"LIBELLULIDAE"	1
"WAZP99-0537-2003-1"	"NEMATODA"	1
"WAZP99-0537-2003-1"	"OLIGOCHAETA"	1
"WAZP99-0537-2003-1"	"PARAMETRIOCNEMUS SP."	6
"WAZP99-0537-2003-1"	"PSEUDOCHIRONOMUS SP."	1
"WAZP99-0537-2003-1"	"RHABDOMASTIX FASCIGERA GR."	1
"WAZP99-0537-2003-1"	"STICTOCHIRONOMUS SP."	49
"WAZP99-0537-2003-1"	"TANYTARSUS SP."	6
"WAZP99-0539-2000-1"	"ACARI"	2
"WAZP99-0539-2000-1"	"ACENTRELLA INSIGNIFICANS"	5
"WAZP99-0539-2000-1"	"APEDILUM SP."	1
"WAZP99-0539-2000-1"	"ARGIA SP."	3
"WAZP99-0539-2000-1"	"ATRACTIDES SP."	1
"WAZP99-0539-2000-1"	"ATRICHOPOGON SP."	1
"WAZP99-0539-2000-1"	"BAETIS SP."	13
"WAZP99-0539-2000-1"	"BAETODES SP."	1
"WAZP99-0539-2000-1"	"BEARDIUS SP."	3
"WAZP99-0539-2000-1"	"CALOPARYPHUS SP."	1
"WAZP99-0539-2000-1"	"CAMBARIDAE"	1
"WAZP99-0539-2000-1"	"CERATOPOGONIDAE"	1
"WAZP99-0539-2000-1"	"CERATOPOGONINAE"	3
"WAZP99-0539-2000-1"	"CHEUMATOPSYCHE SP."	54
"WAZP99-0539-2000-1"	"CHIRONOMINI"	1
"WAZP99-0539-2000-1"	"CLADOTANYTARSUS SP."	14
"WAZP99-0539-2000-1"	"CLOEODES EXCOGITATUS"	1
"WAZP99-0539-2000-1"	"CORBICULA FLUMINEA"	15
"WAZP99-0539-2000-1"	"CRICOTOPUS SP."	1
"WAZP99-0539-2000-1"	"CRICOTOPUS SP."	16
"WAZP99-0539-2000-1"	"EMPIDIDAE"	1
"WAZP99-0539-2000-1"	"FERRISSIA SP."	9
"WAZP99-0539-2000-1"	"GOMPHIDAE"	1
"WAZP99-0539-2000-1"	"HELICOPSYCHE SP."	11
"WAZP99-0539-2000-1"	"HEMERODROMIA SP."	7
"WAZP99-0539-2000-1"	"HYDROPSYCHE SP."	14
"WAZP99-0539-2000-1"	"HYDROPSYCHINAE"	12
"WAZP99-0539-2000-1"	"HYDROPTILA SP."	24
